month,kpi,market,technology_name,value,integration
2023-06-01,average_order_value,NULL,3DP,651,FALSE
2023-07-01,average_order_value,NULL,3DP,657,FALSE
2023-08-01,average_order_value,NULL,3DP,662,FALSE
2023-09-01,average_order_value,NULL,3DP,668,FALSE
2023-10-01,average_order_value,NULL,3DP,679,FALSE
2023-11-01,average_order_value,NULL,3DP,685,FALSE
2023-12-01,average_order_value,NULL,3DP,690,FALSE
2023-01-01,average_order_value,NULL,IM,9877,FALSE
2023-02-01,average_order_value,NULL,IM,9967,FALSE
2023-03-01,average_order_value,NULL,IM,10057,FALSE
2023-04-01,average_order_value,NULL,IM,10237,FALSE
2023-05-01,average_order_value,NULL,IM,10327,FALSE
2023-06-01,average_order_value,NULL,IM,10417,FALSE
2023-07-01,average_order_value,NULL,IM,10507,FALSE
2023-08-01,average_order_value,NULL,IM,10597,FALSE
2023-09-01,average_order_value,NULL,IM,10687,FALSE
2023-10-01,average_order_value,NULL,IM,10867,FALSE
2023-11-01,average_order_value,NULL,IM,10957,FALSE
2023-12-01,average_order_value,NULL,IM,11047,FALSE
2023-01-01,average_order_value,NULL,SM,1223,FALSE
2023-02-01,average_order_value,NULL,SM,1235,FALSE
2023-03-01,average_order_value,NULL,SM,1248,FALSE
2023-04-01,average_order_value,NULL,SM,1273,FALSE
2023-05-01,average_order_value,NULL,SM,1286,FALSE
2023-06-01,average_order_value,NULL,SM,1299,FALSE
2023-07-01,average_order_value,NULL,SM,1312,FALSE
2023-08-01,average_order_value,NULL,SM,1324,FALSE
2023-09-01,average_order_value,NULL,SM,1337,FALSE
2023-10-01,average_order_value,NULL,SM,1362,FALSE
2023-11-01,average_order_value,NULL,SM,1375,FALSE
2023-12-01,average_order_value,NULL,SM,1388,FALSE
2023-01-01,closed_sales,na,NULL,2325197,FALSE
2023-02-01,closed_sales,na,NULL,2446801,FALSE
2023-03-01,closed_sales,na,NULL,2645023,FALSE
2023-04-01,closed_sales,na,NULL,2776255,FALSE
2023-05-01,closed_sales,na,NULL,2921637,FALSE
2023-06-01,closed_sales,na,NULL,2997800,FALSE
2023-07-01,closed_sales,na,NULL,2936414,FALSE
2023-08-01,closed_sales,na,NULL,2912574,FALSE
2023-09-01,closed_sales,na,NULL,3206597,FALSE
2023-10-01,closed_sales,na,NULL,3335305,FALSE
2023-11-01,closed_sales,na,NULL,3379999,FALSE
2023-12-01,closed_sales,na,NULL,3160082,FALSE
2023-01-01,closed_sales,emea,NULL,2068149,FALSE
2023-02-01,closed_sales,emea,NULL,2240967,FALSE
2023-03-01,closed_sales,emea,NULL,2483007,FALSE
2023-04-01,closed_sales,emea,NULL,2634838,FALSE
2023-05-01,closed_sales,emea,NULL,2800534,FALSE
2023-06-01,closed_sales,emea,NULL,2913866,FALSE
2023-07-01,closed_sales,emea,NULL,2888751,FALSE
2023-08-01,closed_sales,emea,NULL,2877383,FALSE
2023-09-01,closed_sales,emea,NULL,3156076,FALSE
2023-10-01,closed_sales,emea,NULL,3311616,FALSE
2023-11-01,closed_sales,emea,NULL,3398611,FALSE
2023-12-01,closed_sales,emea,NULL,3244141,FALSE
2023-01-01,15K_closed_projects,NULL,NULL,47,FALSE
2023-02-01,15K_closed_projects,NULL,NULL,48,FALSE
2023-03-01,15K_closed_projects,NULL,NULL,49,FALSE
2023-04-01,15K_closed_projects,NULL,NULL,50,FALSE
2023-05-01,15K_closed_projects,NULL,NULL,51,FALSE
2023-06-01,15K_closed_projects,NULL,NULL,52,FALSE
2023-07-01,15K_closed_projects,NULL,NULL,53,FALSE
2023-08-01,15K_closed_projects,NULL,NULL,54,FALSE
2023-09-01,15K_closed_projects,NULL,NULL,55,FALSE
2023-10-01,15K_closed_projects,NULL,NULL,56,FALSE
2023-11-01,15K_closed_projects,NULL,NULL,57,FALSE
2023-12-01,15K_closed_projects,NULL,NULL,58,FALSE
2023-01-01,15K_average_project_value,NULL,NULL,31187,FALSE
2023-02-01,15K_average_project_value,NULL,NULL,31615,FALSE
2023-03-01,15K_average_project_value,NULL,NULL,32042,FALSE
2023-04-01,15K_average_project_value,NULL,NULL,32469,FALSE
2023-05-01,15K_average_project_value,NULL,NULL,32896,FALSE
2023-06-01,15K_average_project_value,NULL,NULL,33324,FALSE
2023-07-01,15K_average_project_value,NULL,NULL,33751,FALSE
2023-08-01,15K_average_project_value,NULL,NULL,34178,FALSE
2023-09-01,15K_average_project_value,NULL,NULL,34605,FALSE
2023-10-01,15K_average_project_value,NULL,NULL,35033,FALSE
2023-11-01,15K_average_project_value,NULL,NULL,35460,FALSE
2023-12-01,15K_average_project_value,NULL,NULL,35887,FALSE
2023-01-01,new_companies,NULL,NULL,258,FALSE
2023-02-01,new_companies,NULL,NULL,259,FALSE
2023-03-01,new_companies,NULL,NULL,261,FALSE
2023-04-01,new_companies,NULL,NULL,265,FALSE
2023-05-01,new_companies,NULL,NULL,269,FALSE
2023-06-01,new_companies,NULL,NULL,274,FALSE
2023-07-01,new_companies,NULL,NULL,265,FALSE
2023-08-01,new_companies,NULL,NULL,266,FALSE
2023-09-01,new_companies,NULL,NULL,268,FALSE
2023-10-01,new_companies,NULL,NULL,272,FALSE
2023-11-01,new_companies,NULL,NULL,274,FALSE
2023-12-01,new_companies,NULL,NULL,276,FALSE
2023-01-01,first_month_closed_sales,NULL,NULL,416696,FALSE
2023-02-01,first_month_closed_sales,NULL,NULL,419829,FALSE
2023-03-01,first_month_closed_sales,NULL,NULL,422996,FALSE
2023-04-01,first_month_closed_sales,NULL,NULL,429661,FALSE
2023-05-01,first_month_closed_sales,NULL,NULL,436453,FALSE
2023-06-01,first_month_closed_sales,NULL,NULL,443373,FALSE
2023-07-01,first_month_closed_sales,NULL,NULL,432522,FALSE
2023-08-01,first_month_closed_sales,NULL,NULL,435855,FALSE
2023-09-01,first_month_closed_sales,NULL,NULL,439223,FALSE
2023-10-01,first_month_closed_sales,NULL,NULL,446110,FALSE
2023-11-01,first_month_closed_sales,NULL,NULL,449552,FALSE
2023-12-01,first_month_closed_sales,NULL,NULL,453030,FALSE
2023-01-01,company_MQL,NULL,NULL,1664,FALSE
2023-02-01,company_MQL,NULL,NULL,1674,FALSE
2023-03-01,company_MQL,NULL,NULL,1684,FALSE
2023-04-01,company_MQL,NULL,NULL,1711,FALSE
2023-05-01,company_MQL,NULL,NULL,1738,FALSE
2023-06-01,company_MQL,NULL,NULL,1767,FALSE
2023-07-01,company_MQL,NULL,NULL,1707,FALSE
2023-08-01,company_MQL,NULL,NULL,1718,FALSE
2023-09-01,company_MQL,NULL,NULL,1728,FALSE
2023-10-01,company_MQL,NULL,NULL,1756,FALSE
2023-11-01,company_MQL,NULL,NULL,1767,FALSE
2023-12-01,company_MQL,NULL,NULL,1778,FALSE
2023-01-01,closed_sales_from_returning_customers,NULL,NULL,4150994,FALSE
2023-02-01,closed_sales_from_returning_customers,NULL,NULL,4499367,FALSE
2023-03-01,closed_sales_from_returning_customers,NULL,NULL,4994475,FALSE
2023-04-01,closed_sales_from_returning_customers,NULL,NULL,5284445,FALSE
2023-05-01,closed_sales_from_returning_customers,NULL,NULL,5600625,FALSE
2023-06-01,closed_sales_from_returning_customers,NULL,NULL,5800625,FALSE
2023-07-01,closed_sales_from_returning_customers,NULL,NULL,5721031,FALSE
2023-08-01,closed_sales_from_returning_customers,NULL,NULL,5657425,FALSE
2023-09-01,closed_sales_from_returning_customers,NULL,NULL,6205147,FALSE
2023-10-01,closed_sales_from_returning_customers,NULL,NULL,6485179,FALSE
2023-11-01,closed_sales_from_returning_customers,NULL,NULL,6622702,FALSE
2023-12-01,closed_sales_from_returning_customers,NULL,NULL,6258987,FALSE
2023-01-01,recognized_revenue,na,CNC,56933,TRUE
2023-02-01,recognized_revenue,na,CNC,77734,TRUE
2023-03-01,recognized_revenue,na,CNC,110061,TRUE
2023-04-01,recognized_revenue,na,CNC,111702,TRUE
2023-05-01,recognized_revenue,na,CNC,110336,TRUE
2023-06-01,recognized_revenue,na,CNC,812802,TRUE
2023-07-01,recognized_revenue,na,CNC,852939,TRUE
2023-08-01,recognized_revenue,na,CNC,2039280,TRUE
2023-09-01,recognized_revenue,na,CNC,1812270,TRUE
2023-10-01,recognized_revenue,na,CNC,1849148,TRUE
2023-11-01,recognized_revenue,na,CNC,2522327,TRUE
2023-12-01,recognized_revenue,na,CNC,2144466,TRUE
2023-01-01,recognized_revenue,na,3DP,,TRUE
2023-02-01,recognized_revenue,na,3DP,,TRUE
2023-03-01,recognized_revenue,na,3DP,,TRUE
2023-04-01,recognized_revenue,na,3DP,,TRUE
2023-05-01,recognized_revenue,na,3DP,,TRUE
2023-06-01,recognized_revenue,na,3DP,,TRUE
2023-07-01,recognized_revenue,na,3DP,,TRUE
2023-08-01,recognized_revenue,na,3DP,,TRUE
2023-09-01,recognized_revenue,na,3DP,,TRUE
2023-10-01,recognized_revenue,na,3DP,74000,TRUE
2023-11-01,recognized_revenue,na,3DP,134000,TRUE
2023-12-01,recognized_revenue,na,3DP,192000,TRUE
2023-01-01,recognized_revenue,na,IM,74791,TRUE
2023-02-01,recognized_revenue,na,IM,89310,TRUE
2023-03-01,recognized_revenue,na,IM,118788,TRUE
2023-04-01,recognized_revenue,na,IM,261043,TRUE
2023-05-01,recognized_revenue,na,IM,284392,TRUE
2023-06-01,recognized_revenue,na,IM,290150,TRUE
2023-07-01,recognized_revenue,na,IM,348381,TRUE
2023-08-01,recognized_revenue,na,IM,376032,TRUE
2023-09-01,recognized_revenue,na,IM,343991,TRUE
2023-10-01,recognized_revenue,na,IM,270969,TRUE
2023-11-01,recognized_revenue,na,IM,270969,TRUE
2023-12-01,recognized_revenue,na,IM,271183,TRUE
2023-01-01,recognized_revenue,emea,CNC,180459,TRUE
2023-02-01,recognized_revenue,emea,CNC,171443,TRUE
2023-03-01,recognized_revenue,emea,CNC,198494,TRUE
2023-04-01,recognized_revenue,emea,CNC,128697,TRUE
2023-05-01,recognized_revenue,emea,CNC,151198,TRUE
2023-06-01,recognized_revenue,emea,CNC,158698,TRUE
2023-07-01,recognized_revenue,emea,CNC,178511,TRUE
2023-08-01,recognized_revenue,emea,CNC,187489,TRUE
2023-09-01,recognized_revenue,emea,CNC,178511,TRUE
2023-10-01,recognized_revenue,emea,CNC,175097,TRUE
2023-11-01,recognized_revenue,emea,CNC,175097,TRUE
2023-12-01,recognized_revenue,emea,CNC,149805,TRUE
2023-01-01,recognized_revenue,emea,3DP,,TRUE
2023-02-01,recognized_revenue,emea,3DP,,TRUE
2023-03-01,recognized_revenue,emea,3DP,,TRUE
2023-04-01,recognized_revenue,emea,3DP,,TRUE
2023-05-01,recognized_revenue,emea,3DP,,TRUE
2023-06-01,recognized_revenue,emea,3DP,,TRUE
2023-07-01,recognized_revenue,emea,3DP,,TRUE
2023-08-01,recognized_revenue,emea,3DP,,TRUE
2023-09-01,recognized_revenue,emea,3DP,,TRUE
2023-10-01,recognized_revenue,emea,3DP,,TRUE
2023-11-01,recognized_revenue,emea,3DP,,TRUE
2023-12-01,recognized_revenue,emea,3DP,,TRUE
2023-01-01,recognized_revenue,emea,IM,,TRUE
2023-02-01,recognized_revenue,emea,IM,,TRUE
2023-03-01,recognized_revenue,emea,IM,,TRUE
2023-04-01,recognized_revenue,emea,IM,,TRUE
2023-05-01,recognized_revenue,emea,IM,,TRUE
2023-06-01,recognized_revenue,emea,IM,,TRUE
2023-07-01,recognized_revenue,emea,IM,,TRUE
2023-08-01,recognized_revenue,emea,IM,,TRUE
2023-09-01,recognized_revenue,emea,IM,,TRUE
2023-10-01,recognized_revenue,emea,IM,,TRUE
2023-11-01,recognized_revenue,emea,IM,,TRUE
2023-12-01,recognized_revenue,emea,IM,,TRUE
2023-01-01,closed_sales,na,CNC,85097,TRUE
2023-02-01,closed_sales,na,CNC,114261,TRUE
2023-03-01,closed_sales,na,CNC,146666,TRUE
2023-04-01,closed_sales,na,CNC,328058,TRUE
2023-05-01,closed_sales,na,CNC,811242,TRUE
2023-06-01,closed_sales,na,CNC,1181982,TRUE
2023-07-01,closed_sales,na,CNC,1863389,TRUE
2023-08-01,closed_sales,na,CNC,1875546,TRUE
2023-09-01,closed_sales,na,CNC,2022861,TRUE
2023-10-01,closed_sales,na,CNC,2351916,TRUE
2023-11-01,closed_sales,na,CNC,2220158,TRUE
2023-12-01,closed_sales,na,CNC,2280768,TRUE
2023-01-01,closed_sales,na,3DP,,TRUE
2023-02-01,closed_sales,na,3DP,,TRUE
2023-03-01,closed_sales,na,3DP,,TRUE
2023-04-01,closed_sales,na,3DP,,TRUE
2023-05-01,closed_sales,na,3DP,,TRUE
2023-06-01,closed_sales,na,3DP,740,TRUE
2023-07-01,closed_sales,na,3DP,1340,TRUE
2023-08-01,closed_sales,na,3DP,4880,TRUE
2023-09-01,closed_sales,na,3DP,39936,TRUE
2023-10-01,closed_sales,na,3DP,106497,TRUE
2023-11-01,closed_sales,na,3DP,163107,TRUE
2023-12-01,closed_sales,na,3DP,197425,TRUE
2023-01-01,closed_sales,na,IM,174345,TRUE
2023-02-01,closed_sales,na,IM,231428,TRUE
2023-03-01,closed_sales,na,IM,289440,TRUE
2023-04-01,closed_sales,na,IM,303013,TRUE
2023-05-01,closed_sales,na,IM,314908,TRUE
2023-06-01,closed_sales,na,IM,332332,TRUE
2023-07-01,closed_sales,na,IM,328388,TRUE
2023-08-01,closed_sales,na,IM,303324,TRUE
2023-09-01,closed_sales,na,IM,281697,TRUE
2023-10-01,closed_sales,na,IM,284368,TRUE
2023-11-01,closed_sales,na,IM,293644,TRUE
2023-12-01,closed_sales,na,IM,307793,TRUE
2023-01-01,closed_sales,emea,CNC,176925,TRUE
2023-02-01,closed_sales,emea,CNC,176748,TRUE
2023-03-01,closed_sales,emea,CNC,142775,TRUE
2023-04-01,closed_sales,emea,CNC,152203,TRUE
2023-05-01,closed_sales,emea,CNC,164053,TRUE
2023-06-01,closed_sales,emea,CNC,178650,TRUE
2023-07-01,closed_sales,emea,CNC,183817,TRUE
2023-08-01,closed_sales,emea,CNC,178166,TRUE
2023-09-01,closed_sales,emea,CNC,174249,TRUE
2023-10-01,closed_sales,emea,CNC,168215,TRUE
2023-11-01,closed_sales,emea,CNC,154982,TRUE
2023-12-01,closed_sales,emea,CNC,159327,TRUE
2023-01-01,closed_sales,emea,3DP,,TRUE
2023-02-01,closed_sales,emea,3DP,,TRUE
2023-03-01,closed_sales,emea,3DP,,TRUE
2023-04-01,closed_sales,emea,3DP,,TRUE
2023-05-01,closed_sales,emea,3DP,,TRUE
2023-06-01,closed_sales,emea,3DP,,TRUE
2023-07-01,closed_sales,emea,3DP,,TRUE
2023-08-01,closed_sales,emea,3DP,,TRUE
2023-09-01,closed_sales,emea,3DP,,TRUE
2023-10-01,closed_sales,emea,3DP,,TRUE
2023-11-01,closed_sales,emea,3DP,,TRUE
2023-12-01,closed_sales,emea,3DP,,TRUE
2023-01-01,closed_sales,emea,IM,,TRUE
2023-02-01,closed_sales,emea,IM,,TRUE
2023-03-01,closed_sales,emea,IM,,TRUE
2023-04-01,closed_sales,emea,IM,,TRUE
2023-05-01,closed_sales,emea,IM,,TRUE
2023-06-01,closed_sales,emea,IM,,TRUE
2023-07-01,closed_sales,emea,IM,,TRUE
2023-08-01,closed_sales,emea,IM,,TRUE
2023-09-01,closed_sales,emea,IM,,TRUE
2023-10-01,closed_sales,emea,IM,,TRUE
2023-11-01,closed_sales,emea,IM,,TRUE
2023-12-01,closed_sales,emea,IM,,TRUE
2023-01-01,number_of_orders,na,CNC,70,TRUE
2023-02-01,number_of_orders,na,CNC,82,TRUE
2023-03-01,number_of_orders,na,CNC,86,TRUE
2023-04-01,number_of_orders,na,CNC,193,TRUE
2023-05-01,number_of_orders,na,CNC,477,TRUE
2023-06-01,number_of_orders,na,CNC,657,TRUE
2023-07-01,number_of_orders,na,CNC,1035,TRUE
2023-08-01,number_of_orders,na,CNC,1042,TRUE
2023-09-01,number_of_orders,na,CNC,1124,TRUE
2023-10-01,number_of_orders,na,CNC,1238,TRUE
2023-11-01,number_of_orders,na,CNC,1169,TRUE
2023-12-01,number_of_orders,na,CNC,1200,TRUE
2023-01-01,number_of_orders,na,3DP,,TRUE
2023-02-01,number_of_orders,na,3DP,,TRUE
2023-03-01,number_of_orders,na,3DP,,TRUE
2023-04-01,number_of_orders,na,3DP,,TRUE
2023-05-01,number_of_orders,na,3DP,,TRUE
2023-06-01,number_of_orders,na,3DP,1,TRUE
2023-07-01,number_of_orders,na,3DP,2,TRUE
2023-08-01,number_of_orders,na,3DP,8,TRUE
2023-09-01,number_of_orders,na,3DP,66,TRUE
2023-10-01,number_of_orders,na,3DP,177,TRUE
2023-11-01,number_of_orders,na,3DP,271,TRUE
2023-12-01,number_of_orders,na,3DP,328,TRUE
2023-01-01,number_of_orders,na,IM,13,TRUE
2023-02-01,number_of_orders,na,IM,17,TRUE
2023-03-01,number_of_orders,na,IM,22,TRUE
2023-04-01,number_of_orders,na,IM,23,TRUE
2023-05-01,number_of_orders,na,IM,24,TRUE
2023-06-01,number_of_orders,na,IM,25,TRUE
2023-07-01,number_of_orders,na,IM,25,TRUE
2023-08-01,number_of_orders,na,IM,23,TRUE
2023-09-01,number_of_orders,na,IM,21,TRUE
2023-10-01,number_of_orders,na,IM,21,TRUE
2023-11-01,number_of_orders,na,IM,22,TRUE
2023-12-01,number_of_orders,na,IM,23,TRUE
2023-01-01,number_of_orders,emea,CNC,116,TRUE
2023-02-01,number_of_orders,emea,CNC,128,TRUE
2023-03-01,number_of_orders,emea,CNC,128,TRUE
