hubspot_id,role,region,monthly_target,monthly_lead_target,monthly_fee,quarterly_fee,above_quarterly_target_fee,start_date,end_date,compensation_value,reports_to_lead
48086187,strategic lead,EU,145000,1035831,0.01,0.01,0.02,2024-01-01,2024-04-01,0,48086187
48086187,strategic lead,EU,145000,1175326,0.01,0.01,0.02,2024-04-01,2024-07-01,0,48086187
48086187,strategic lead,EU,145000,1277145,0.01,0.01,0.02,2024-07-01,2024-10-01,0,48086187
48086187,strategic lead,EU,145000,1513839,0.01,0.01,0.02,2024-10-01,2025-01-01,0,48086187
110419885,strategic lead,EU,145000,761629,0.01,0.01,0.02,2024-01-01,2024-04-01,0,110419885
110419885,strategic lead,EU,145000,864197,0.01,0.01,0.02,2024-04-01,2024-07-01,0,110419885
110419885,strategic lead,EU,145000,939062,0.01,0.01,0.02,2024-07-01,2024-10-01,0,110419885
110419885,strategic lead,EU,145000,1113100,0.01,0.01,0.02,2024-10-01,2025-01-01,0,110419885
189817118,strategic lead,EU,145000,796142,0.01,0.01,0.02,2024-01-01,2024-04-01,0,189817118
189817118,strategic lead,EU,145000,903358,0.01,0.01,0.02,2024-04-01,2024-07-01,0,189817118
189817118,strategic lead,EU,145000,981616,0.01,0.01,0.02,2024-07-01,2024-10-01,0,189817118
189817118,strategic lead,EU,145000,1163540,0.01,0.01,0.02,2024-10-01,2025-01-01,0,189817118
189817119,strategic lead,EU,145000,1064769,0.01,0.01,0.02,2024-01-01,2024-04-01,0,189817119
189817119,strategic lead,EU,145000,1208160,0.01,0.01,0.02,2024-04-01,2024-07-01,0,189817119
189817119,strategic lead,EU,145000,1312823,0.01,0.01,0.02,2024-07-01,2024-10-01,0,189817119
189817119,strategic lead,EU,145000,1556130,0.01,0.01,0.02,2024-10-01,2025-01-01,0,189817119
395854629,support,EU,0,0,NULL,NULL,NULL,2024-01-01,2024-08-01,0,48086187
37664898,technical manager,EU,50000,3658370,0.01,0.01,0.02,2024-01-01,2024-04-01,0,189817118
37664898,technical manager,EU,50000,4151041,0.01,0.01,0.02,2024-04-01,2024-07-01,0,189817118
37664898,technical manager,EU,50000,4510646,0.01,0.01,0.02,2024-07-01,2024-10-01,0,189817118
37664898,technical manager,EU,50000,5346609,0.01,0.01,0.02,2024-10-01,2025-01-01,0,189817118
189870752,director,US,4730001,0,0,0,0,2024-01-01,2024-02-01,0,189870752
189870752,director,US,5147501,0,0,0,0,2024-02-01,2024-03-01,0,189870752
189870752,director,US,5560001,0,0,0,0,2024-03-01,2024-04-01,0,189870752
189870752,director,US,5928332,0,0,0,0,2024-04-01,2024-05-01,0,189870752
189870752,director,US,6103332,0,0,0,0,2024-05-01,2024-06-01,0,189870752
189870752,director,US,6233332,0,0,0,0,2024-06-01,2024-07-01,0,189870752
189870752,director,US,6354166,0,0,0,0,2024-07-01,2024-08-01,0,189870752
189870752,director,US,6590002,0,0,0,0,2024-08-01,2024-10-01,0,189870752
189870752,director,US,6636669,0,0,0,0,2024-10-01,2024-11-01,0,189870752
189870752,director,US,6508341,0,0,0,0,2024-11-01,NULL,0,189870752
109909012,inside,US,100000,0,0.01,0,0,2024-01-01,2024-02-01,0,189870752
109909012,inside,US,125000,0,0.01,0,0,2024-02-01,2024-03-01,0,189870752
109909012,inside,US,150000,0,0.01,0,0,2024-03-01,2024-04-01,0,189870752
109909012,inside,US,166667,0,0.01,0,0,2024-04-01,2024-08-01,0,189870752
236651924,inside,US,150000,0,0.01,0,0,2024-01-01,NULL,0,189870752
299494286,inside,US,166667,0,0.01,0,0,2024-01-01,NULL,0,189870752
319906395,inside,US,166667,0,0.01,0,0,2024-01-01,NULL,0,189870752
342585923,inside,US,150000,0,0.01,0,0,2024-01-01,NULL,0,189870752
456297355,inside,US,150000,0,0.01,0,0,2024-01-01,NULL,0,189870752
527183161,inside,US,100000,0,0.01,0,0,2024-01-01,2024-02-01,375,189870752
527183161,inside,US,120000,0,0.01,0,0,2024-02-01,2024-03-01,0,189870752
527183161,inside,US,150000,0,0.01,0,0,2024-03-01,NULL,0,189870752
557974127,inside,US,60000,0,0.01,0,0,2024-01-01,2024-02-01,675,189870752
557974127,inside,US,80000,0,0.01,0,0,2024-02-01,2024-03-01,525,189870752
557974127,inside,US,100000,0,0.01,0,0,2024-03-01,2024-04-01,375,189870752
557974127,inside,US,120000,0,0.01,0,0,2024-04-01,2024-05-01,0,189870752
557974127,inside,US,150000,0,0.01,0,0,2024-05-01,NULL,0,189870752
594842800,inside,US,40000,0,0.01,0,0,2024-01-01,2024-02-01,825,189870752
594842800,inside,US,60000,0,0.01,0,0,2024-02-01,2024-03-01,675,189870752
594842800,inside,US,80000,0,0.01,0,0,2024-03-01,2024-04-01,525,189870752
594842800,inside,US,100000,0,0.01,0,0,2024-04-01,2024-05-01,375,189870752
594842800,inside,US,125000,0,0.01,0,0,2024-05-01,2024-06-01,0,189870752
594842800,inside,US,150000,0,0.01,0,0,2024-06-01,NULL,0,189870752
594842801,inside,US,40000,0,0.01,0,0,2024-01-01,2024-02-01,825,189870752
594842801,inside,US,60000,0,0.01,0,0,2024-02-01,2024-03-01,675,189870752
594842801,inside,US,80000,0,0.01,0,0,2024-03-01,2024-04-01,525,189870752
594842801,inside,US,100000,0,0.01,0,0,2024-04-01,2024-05-01,375,189870752
594842801,inside,US,125000,0,0.01,0,0,2024-05-01,2024-06-01,0,189870752
594842801,inside,US,150000,0,0.01,0,0,2024-06-01,NULL,0,189870752
200400020,inside lead,US,0,1123334,0.01,0,0,2024-01-01,2024-02-01,0,189870752
200400020,inside lead,US,0,1248334,0.01,0,0,2024-02-01,2024-03-01,0,189870752
200400020,inside lead,US,0,1383334,0.01,0,0,2024-03-01,2024-04-01,0,189870752
200400020,inside lead,US,0,1480001,0.01,0,0,2024-04-01,2024-05-01,0,189870752
200400020,inside lead,US,0,1580001,0.01,0,0,2024-05-01,2024-06-01,0,189870752
200400020,inside lead,US,0,1650001,0.01,0,0,2024-06-01,2024-07-01,0,189870752
200400020,strategic,US,25000,0,0.01,0.01,0.02,2024-07-01,2024-08-01,0,35743143
200400020,strategic,US,50000,0,0.01,0.01,0.02,2024-08-01,2024-09-01,0,35743143
200400020,strategic,US,75000,0,0.01,0.01,0.02,2024-09-01,2024-10-01,0,35743143
200400020,strategic,US,100000,0,0.01,0.01,0.02,2024-10-01,2024-11-01,0,35743143
200400020,strategic,US,125000,0,0.01,0.01,0.02,2024-11-01,2024-12-01,0,35743143
200400020,strategic,US,150000,0,0.01,0.01,0.02,2024-12-01,NULL,0,35743143
35743097,strategic,US,324074,0,0.01,0.01,0.02,2024-01-01,2024-04-01,0,38751756
35743097,strategic,US,341358,0,0.01,0.01,0.02,2024-04-01,2024-07-01,0,38751756
35743097,strategic,US,358642,0,0.01,0.01,0.02,2024-07-01,2024-10-01,0,38751756
35743097,strategic,US,375926,0,0.01,0.01,0.02,2024-10-01,2025-01-01,0,38751756
35743145,strategic,US,308642,0,0.01,0.01,0.02,2024-01-01,2024-04-01,0,38751756
35743145,strategic,US,325103,0,0.01,0.01,0.02,2024-04-01,2024-07-01,0,38751756
35743145,strategic,US,341564,0,0.01,0.01,0.02,2024-07-01,2024-10-01,0,38751756
35743145,strategic,US,358025,0,0.01,0.01,0.02,2024-10-01,2025-01-01,0,38751756
41968815,strategic,US,135000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,0,35743143
41968815,strategic,US,150000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,0,35743143
41968815,strategic,US,165000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,0,35743143
41968815,strategic,US,166666,0,0.01,0.01,0.02,2024-04-01,2024-07-01,0,35743143
41968815,inside,US,25000,0,0.01,0,0,2024-07-01,2024-08-01,0,189870752
41968815,inside,US,50000,0,0.01,0,0,2024-08-01,2024-09-01,0,189870752
41968815,inside,US,75000,0,0.01,0,0,2024-09-01,2024-10-01,0,189870752
41968815,inside,US,100000,0,0.01,0,0,2024-10-01,2024-11-01,0,189870752
41968815,inside,US,125000,0,0.01,0,0,2024-11-01,2024-12-01,0,189870752
41968815,inside,US,150000,0,0.01,0,0,2024-12-01,NULL,0,189870752
62897538,strategic,US,135000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,0,35743143
62897538,strategic,US,150000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,0,35743143
62897538,strategic,US,165000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,0,35743143
62897538,strategic,US,166666,0,0.01,0.01,0.02,2024-04-01,2024-08-01,0,35743143
62897538,strategic,US,185000,0,0.01,0.01,0.02,2024-08-01,2024-10-01,0,35743143
62897538,strategic,US,180000,0,0.01,0.01,0.02,2024-10-01,2024-11-01,0,35743143
62897538,strategic,US,166668,0,0.01,0.01,0.02,2024-11-01,NULL,0,35743143
62899373,strategic,US,308642,0,0.01,0.01,0.02,2024-01-01,2024-04-01,0,38751756
62899373,strategic,US,325103,0,0.01,0.01,0.02,2024-04-01,2024-07-01,0,38751756
62899373,strategic,US,341564,0,0.01,0.01,0.02,2024-07-01,2024-10-01,0,38751756
62899373,strategic,US,358025,0,0.01,0.01,0.02,2024-10-01,2025-01-01,0,38751756
89217865,strategic,US,308642,0,0.01,0.01,0.02,2024-01-01,2024-04-01,0,38751756
89217865,strategic,US,325103,0,0.01,0.01,0.02,2024-04-01,2024-07-01,0,38751756
89217865,strategic,US,341564,0,0.01,0.01,0.02,2024-07-01,2024-10-01,0,38751756
89217865,strategic,US,358025,0,0.01,0.01,0.02,2024-10-01,2025-01-01,0,38751756
117031747,strategic,US,200000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,0,35743143
117031747,strategic,US,220000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,0,35743143
117031747,strategic,US,235000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,0,35743143
117031747,strategic,US,250000,0,0.01,0.01,0.02,2024-04-01,2024-08-01,0,35743143
117031747,strategic,US,275000,0,0.01,0.01,0.02,2024-08-01,2024-11-01,0,35743143
117031747,strategic,US,260000,0,0.01,0.01,0.02,2024-11-01,NULL,0,35743143
136300208,strategic,US,135000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,0,35743143
136300208,strategic,US,150000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,0,35743143
136300208,strategic,US,165000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,0,35743143
136300208,strategic,US,166666,0,0.01,0.01,0.02,2024-04-01,2024-08-01,0,35743143
136300208,strategic,US,185000,0,0.01,0.01,0.02,2024-08-01,2024-10-01,0,35743143
136300208,strategic,US,180000,0,0.01,0.01,0.02,2024-10-01,2024-11-01,0,35743143
136300208,strategic,US,166668,0,0.01,0.01,0.02,2024-11-01,NULL,0,35743143
170687928,strategic,US,150000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,0,35743143
170687928,strategic,US,150000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,0,35743143
170687928,strategic,US,200000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,0,35743143
170687928,strategic,US,250000,0,0.01,0.01,0.02,2024-04-01,NULL,0,35743143
189870926,strategic,US,200000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,0,35743143
189870926,strategic,US,220000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,0,35743143
189870926,strategic,US,235000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,0,35743143
189870926,strategic,US,250000,0,0.01,0.01,0.02,2024-04-01,2024-08-01,0,35743143
189870926,strategic,US,275000,0,0.01,0.01,0.02,2024-08-01,2024-11-01,0,35743143
189870926,strategic,US,260000,0,0.01,0.01,0.02,2024-11-01,NULL,0,35743143
209256716,strategic,US,200000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,0,35743143
209256716,strategic,US,220000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,0,35743143
209256716,strategic,US,235000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,0,35743143
209256716,strategic,US,250000,0,0.01,0.01,0.02,2024-04-01,2024-06-01,0,35743143
224147306,strategic,US,200000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,0,35743143
224147306,strategic,US,220000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,0,35743143
224147306,strategic,US,235000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,0,35743143
224147306,strategic,US,250000,0,0.01,0.01,0.02,2024-04-01,2024-08-01,0,35743143
224147306,strategic,US,275000,0,0.01,0.01,0.02,2024-08-01,2024-11-01,0,35743143
224147306,strategic,US,260000,0,0.01,0.01,0.02,2024-11-01,NULL,0,35743143
224147307,strategic,US,200000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,0,35743143
224147307,strategic,US,220000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,0,35743143
224147307,strategic,US,235000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,0,35743143
224147307,strategic,US,250000,0,0.01,0.01,0.02,2024-04-01,2024-06-01,0,35743143
299494287,strategic,US,135000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,0,35743143
299494287,strategic,US,150000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,0,35743143
299494287,strategic,US,165000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,0,35743143
299494287,strategic,US,166666,0,0.01,0.01,0.02,2024-04-01,2024-08-01,0,35743143
299494287,strategic,US,185000,0,0.01,0.01,0.02,2024-08-01,2024-10-01,0,35743143
299494287,strategic,US,180000,0,0.01,0.01,0.02,2024-10-01,2024-11-01,0,35743143
299494287,strategic,US,166668,0,0.01,0.01,0.02,2024-11-01,NULL,0,35743143
299531010,strategic,US,30000,0,0.01,0.01,0.02,2024-01-01,2024-02-01,1025.0025,35743143
299531010,strategic,US,50000,0,0.01,0.01,0.02,2024-02-01,2024-03-01,875.0025,35743143
299531010,strategic,US,75000,0,0.01,0.01,0.02,2024-03-01,2024-04-01,687.5025,35743143
299531010,strategic,US,100000,0,0.01,0.01,0.02,2024-04-01,2024-05-01,500.0025,35743143
299531010,strategic,US,125000,0,0.01,0.01,0.02,2024-05-01,2024-06-01,312.5025,35743143
299531010,strategic,US,150000,0,0.01,0.01,0.02,2024-06-01,2024-07-01,0,35743143
299531010,strategic,US,166667,0,0.01,0.01,0.02,2024-07-01,NULL,0,35743143
35743143,strategic lead,US,125000,1795000,0.01,0.01,0.02,2024-01-01,2024-02-01,0,189870752
35743143,strategic lead,US,125000,2025000,0.01,0.01,0.02,2024-02-01,2024-03-01,0,189870752
35743143,strategic lead,US,125000,2235000,0.01,0.01,0.02,2024-03-01,2024-04-01,0,189870752
35743143,strategic lead,US,125000,2391664,0.01,0.01,0.02,2024-04-01,2024-05-01,0,189870752
35743143,strategic lead,US,125000,2416664,0.01,0.01,0.02,2024-05-01,2024-06-01,0,189870752
35743143,strategic lead,US,125000,2441664,0.01,0.01,0.02,2024-06-01,2024-07-01,0,189870752
35743143,strategic lead,US,125000,2458331,0.01,0.01,0.02,2024-07-01,2024-08-01,0,189870752
35743143,strategic lead,US,125000,2656667,0.01,0.01,0.02,2024-08-01,2024-10-01,0,189870752
35743143,strategic lead,US,125000,2636667,0.01,0.01,0.02,2024-10-01,2024-11-01,0,189870752
35743143,strategic lead,US,125000,2508339,0.01,0.01,0.02,2024-11-01,NULL,0,189870752
38751756,strategic lead,US,0,1250000,0.01,0,0,2024-01-01,2024-04-01,0,189870752
38751756,strategic lead,US,0,1316667,0.01,0,0,2024-04-01,2024-07-01,0,189870752
38751756,strategic lead,US,0,1383334,0.01,0,0,2024-07-01,2024-10-01,0,189870752
38751756,strategic lead,US,0,1450001,0.01,0,0,2024-10-01,2025-01-01,0,189870752
319906347,support,US,308642,0,NULL,NULL,NULL,2024-01-01,2024-04-01,0,89217865
319906347,support,US,325103,0,NULL,NULL,NULL,2024-04-01,2024-07-01,0,89217865
319906347,support,US,341564,0,NULL,NULL,NULL,2024-07-01,2024-10-01,0,89217865
319906347,support,US,358025,0,NULL,NULL,NULL,2024-10-01,2025-01-01,0,89217865
319906396,support,US,308642,0,NULL,NULL,NULL,2024-01-01,2024-04-01,0,62899373
319906396,support,US,325103,0,NULL,NULL,NULL,2024-04-01,2024-07-01,0,62899373
319906396,support,US,341564,0,NULL,NULL,NULL,2024-07-01,2024-10-01,0,62899373
319906396,support,US,358025,0,NULL,NULL,NULL,2024-10-01,2025-01-01,0,62899373
631998064,support,US,324074,0,NULL,NULL,NULL,2024-01-01,2024-04-01,0,35743097
631998064,support,US,341358,0,NULL,NULL,NULL,2024-04-01,2024-07-01,0,35743097
631998064,support,US,358642,0,NULL,NULL,NULL,2024-07-01,2024-10-01,0,35743097
631998064,support,US,375926,0,NULL,NULL,NULL,2024-10-01,2025-01-01,0,35743097
299531011,support,US,308642,0,NULL,NULL,NULL,2024-01-01,2024-04-01,0,35743145
299531011,support,US,325103,0,NULL,NULL,NULL,2024-04-01,2024-07-01,0,35743145
299531011,support,US,341564,0,NULL,NULL,NULL,2024-07-01,2024-10-01,0,35743145
299531011,support,US,358025,0,NULL,NULL,NULL,2024-10-01,2025-01-01,0,35743145
708415352,intern,EU,0,0,0.01,0,0,2024-02-01,2024-09-01,0,189817118
708394374,support,EU,0,0,NULL,0,0,2024-02-01,2024-10-01,0,48086187
708394374,inside,EU,0,0,0.01,0,0,2024-10-01,2024-11-01,863,48086187
708394374,inside,EU,30000,0,0.01,0,0,2024-11-01,2024-12-01,713,48086187
708394374,inside,EU,80000,0,0.01,0,0,2024-12-01,NULL,563,48086187
756055812,intern,EU,0,0,0.01,0,0,2024-03-01,2024-09-01,0,189817118
756052650,intern,EU,0,0,0.01,0,0,2024-03-01,2024-08-01,0,189817119
756052650,outside,EU,0,0,0.01,0,0,2024-08-01,2024-09-01,750,189817119
756052650,outside,EU,10000,0,0.01,0,0,2024-09-01,2024-10-01,593,189817119
756052650,outside,EU,20000,0,0.01,0,0,2024-10-01,2024-11-01,435,189817119
756052650,outside,EU,30000,0,0.01,0,0,2024-11-01,2024-12-01,188,189817119
756052650,outside,EU,45000,0,0.01,0,0,2024-12-01,NULL,0,189817119
147479891,inside,EU,0,0,0.01,0,0,2024-04-01,2024-05-01,863,110419885
147479891,inside,EU,30000,0,0.01,0,0,2024-05-01,2024-06-01,713,110419885
147479891,inside,EU,50000,0,0.01,0,0,2024-06-01,2024-07-01,563,110419885
147479891,inside,EU,70000,0,0.01,0,0,2024-07-01,2024-08-01,413,110419885
147479891,inside,EU,90000,0,0.01,0,0,2024-08-01,2024-09-01,263,110419885
147479891,inside,EU,115000,0,0.01,0,0,2024-09-01,2024-10-01,0,110419885
147479891,strategic,EU,115000,0,0.01,0.01,0.02,2024-10-01,2024-11-01,0,110419885
147479891,strategic,EU,130000,0,0.01,0.01,0.02,2024-11-01,2024-12-01,0,110419885
147479891,strategic,EU,145000,0,0.01,0.01,0.02,2024-12-01,NULL,0,110419885
1182681256,outside,EU,0,0,0.01,0,0,2024-04-01,2024-05-01,750,189817118
1182681256,outside,EU,10000,0,0.01,0,0,2024-05-01,2024-06-01,593,189817118
1182681256,outside,EU,20000,0,0.01,0,0,2024-06-01,2024-07-01,435,189817118
1182681256,outside,EU,30000,0,0.01,0,0,2024-07-01,2024-08-01,188,189817118
1182681256,outside,EU,45000,0,0.01,0,0,2024-08-01,NULL,0,189817118
1836592582,outside,EU,0,0,0.01,0,0,2024-04-01,2024-05-01,750,189817119
1836592582,outside,EU,10000,0,0.01,0,0,2024-05-01,2024-06-01,593,189817119
1836592582,outside,EU,20000,0,0.01,0,0,2024-06-01,2024-07-01,435,189817119
